k,b_k,G_tilde,eta_k,r_drift,gamma,x_before_0,x_after_0,a_0,x_before_1,x_after_1,a_1,x_before_2,x_after_2,a_2,x_before_3,x_after_3,a_3
188,0,4.934380,0.070993,0.007301,0.00563436,0.969011,0.966194,1,0.962813,0.959433,1,0.975209,0.972955,1,0.953517,0.949291,1
189,0,5.364860,0.070993,0.007301,0.00563436,0.966194,0.963377,1,0.959433,0.956052,1,0.972955,0.970701,1,0.949291,0.945065,1
190,0,5.793838,0.070993,0.007301,0.00563436,0.963377,0.960559,1,0.956052,0.952671,1,0.970701,0.968448,1,0.945065,0.940839,1
191,0,6.221315,0.070993,0.007301,0.00563436,0.960559,0.957742,1,0.952671,0.949291,1,0.968448,0.966194,1,0.940839,0.936613,1
192,0,6.647290,0.070993,0.007301,0.00563436,0.957742,0.954925,1,0.949291,0.945910,1,0.966194,0.963940,1,0.936613,0.932388,1
193,0,7.071763,0.070993,0.007301,0.00563436,0.954925,0.952108,1,0.945910,0.942530,1,0.963940,0.961686,1,0.932388,0.928162,1
194,0,7.494735,0.070993,0.007301,0.00563436,0.952108,0.949291,1,0.942530,0.939149,1,0.961686,0.959433,1,0.928162,0.923936,1
195,0,7.916206,0.070993,0.007301,0.00563436,0.949291,0.946474,1,0.939149,0.935768,1,0.959433,0.957179,1,0.923936,0.919710,1
196,0,8.336175,0.070993,0.007301,0.00563436,0.946474,0.943656,1,0.935768,0.932388,1,0.957179,0.954925,1,0.919710,0.915485,1
197,0,8.754642,0.070993,0.007301,0.00563436,0.943656,0.940839,1,0.932388,0.929007,1,0.954925,0.952671,1,0.915485,0.911259,1
198,0,9.171608,0.070993,0.007301,0.00563436,0.940839,0.938022,1,0.929007,0.925626,1,0.952671,0.950418,1,0.911259,0.907033,1
199,0,9.587072,0.070993,0.007301,0.00563436,0.938022,0.935205,1,0.925626,0.922246,1,0.950418,0.948164,1,0.907033,0.902807,1
200,0,10.001034,0.070993,0.007301,0.00563436,0.935205,0.932388,1,0.922246,0.918865,1,0.948164,0.945910,1,0.902807,0.898581,1
201,0,10.413495,0.070993,0.007301,0.00563436,0.932388,0.929570,1,0.918865,0.915485,1,0.945910,0.943656,1,0.898581,0.894356,1
202,0,10.824455,0.070993,0.007301,0.00563436,0.929570,0.926753,1,0.915485,0.912104,1,0.943656,0.941403,1,0.894356,0.890130,1
203,0,11.233913,0.070993,0.007301,0.00563436,0.926753,0.923936,1,0.912104,0.908723,1,0.941403,0.939149,1,0.890130,0.885904,1
204,0,11.641869,0.070993,0.007301,0.00563436,0.923936,0.921119,1,0.908723,0.905343,1,0.939149,0.936895,1,0.885904,0.881678,1
205,0,12.048324,0.070993,0.007301,0.00563436,0.921119,0.918302,1,0.905343,0.901962,1,0.936895,0.934641,1,0.881678,0.877453,1
206,0,12.453277,0.070993,0.007301,0.00563436,0.918302,0.915485,1,0.901962,0.898581,1,0.934641,0.932388,1,0.877453,0.873227,1
207,0,12.856729,0.070993,0.007301,0.00563436,0.915485,0.912667,1,0.898581,0.895201,1,0.932388,0.930134,1,0.873227,0.869001,1
208,0,13.258679,0.070993,0.007301,0.00563436,0.912667,0.909850,1,0.895201,0.891820,1,0.930134,0.927880,1,0.869001,0.864775,1
209,0,13.659128,0.070993,0.007301,0.00563436,0.909850,0.907033,1,0.891820,0.888440,1,0.927880,0.925626,1,0.864775,0.860550,1
210,0,14.058075,0.070993,0.007301,0.00563436,0.907033,0.904216,1,0.888440,0.885059,1,0.925626,0.923373,1,0.860550,0.856324,1
211,0,14.455520,0.070993,0.007301,0.00563436,0.904216,0.901399,1,0.885059,0.881678,1,0.923373,0.921119,1,0.856324,0.852098,1
212,0,14.851464,0.070993,0.007301,0.00563436,0.901399,0.898581,1,0.881678,0.878298,1,0.921119,0.918865,1,0.852098,0.847872,1
213,0,15.245907,0.070993,0.007301,0.00563436,0.898581,0.895764,1,0.878298,0.874917,1,0.918865,0.916611,1,0.847872,0.843646,1
214,0,15.638848,0.070993,0.007301,0.00563436,0.895764,0.892947,1,0.874917,0.871537,1,0.916611,0.914358,1,0.843646,0.839421,1
215,0,16.030287,0.070993,0.007301,0.00563436,0.892947,0.890130,1,0.871537,0.868156,1,0.914358,0.912104,1,0.839421,0.835195,1
216,0,16.420224,0.070993,0.007301,0.00563436,0.890130,0.887313,1,0.868156,0.864775,1,0.912104,0.909850,1,0.835195,0.830969,1
217,0,16.808661,0.070993,0.007301,0.00563436,0.887313,0.884496,1,0.864775,0.861395,1,0.909850,0.907596,1,0.830969,0.826743,1
218,0,17.195595,0.070993,0.007301,0.00563436,0.884496,0.881678,1,0.861395,0.858014,1,0.907596,0.905343,1,0.826743,0.822518,1
219,0,17.581028,0.070993,0.007301,0.00563436,0.881678,0.878861,1,0.858014,0.854633,1,0.905343,0.903089,1,0.822518,0.818292,1
220,0,17.964960,0.070993,0.007301,0.00563436,0.878861,0.876044,1,0.854633,0.851253,1,0.903089,0.900835,1,0.818292,0.814066,1
221,0,18.347390,0.070993,0.007301,0.00563436,0.876044,0.873227,1,0.851253,0.847872,1,0.900835,0.898581,1,0.814066,0.809840,1
222,0,18.728318,0.070993,0.007301,0.00563436,0.873227,0.870410,1,0.847872,0.844492,1,0.898581,0.896328,1,0.809840,0.805615,1
223,0,19.107745,0.070993,0.007301,0.00563436,0.870410,0.867593,1,0.844492,0.841111,1,0.896328,0.894074,1,0.805615,0.801389,1
224,0,19.485670,0.070993,0.007301,0.00563436,0.867593,0.864775,1,0.841111,0.837730,1,0.894074,0.891820,1,0.801389,0.797163,1
225,0,19.862094,0.070993,0.007301,0.00563436,0.864775,0.861958,1,0.837730,0.834350,1,0.891820,0.889567,1,0.797163,0.792937,1
226,0,20.237016,0.070993,0.007301,0.00563436,0.861958,0.859141,1,0.834350,0.830969,1,0.889567,0.887313,1,0.792937,0.788711,1
227,0,20.610436,0.070993,0.007301,0.00563436,0.859141,0.856324,1,0.830969,0.827589,1,0.887313,0.885059,1,0.788711,0.784486,1
228,0,20.982355,0.070993,0.007301,0.00563436,0.856324,0.853507,1,0.827589,0.824208,1,0.885059,0.882805,1,0.784486,0.780260,1
229,0,21.352773,0.070993,0.007301,0.00563436,0.853507,0.850689,1,0.824208,0.820827,1,0.882805,0.880552,1,0.780260,0.776034,1
230,0,21.721689,0.070993,0.007301,0.00563436,0.850689,0.847872,1,0.820827,0.817447,1,0.880552,0.878298,1,0.776034,0.771808,1
231,0,22.089103,0.070993,0.007301,0.00563436,0.847872,0.845055,1,0.817447,0.814066,1,0.878298,0.876044,1,0.771808,0.767583,1
232,0,22.455016,0.070993,0.007301,0.00563436,0.845055,0.842238,1,0.814066,0.810685,1,0.876044,0.873790,1,0.767583,0.763357,1
233,0,22.819427,0.070993,0.007301,0.00563436,0.842238,0.839421,1,0.810685,0.807305,1,0.873790,0.871537,1,0.763357,0.759131,1
234,0,23.182337,0.070993,0.007301,0.00563436,0.839421,0.836604,1,0.807305,0.803924,1,0.871537,0.869283,1,0.759131,0.754905,1
235,0,23.543745,0.070993,0.007301,0.00563436,0.836604,0.833786,1,0.803924,0.800544,1,0.869283,0.867029,1,0.754905,0.750679,1
236,0,23.903652,0.070993,0.007301,0.00563436,0.833786,0.830969,1,0.800544,0.797163,1,0.867029,0.864775,1,0.750679,0.746454,1
237,0,24.262057,0.070993,0.007301,0.00563436,0.830969,0.828152,1,0.797163,0.793782,1,0.864775,0.862522,1,0.746454,0.742228,1
238,0,24.618960,0.070993,0.007301,0.00563436,0.828152,0.825335,1,0.793782,0.790402,1,0.862522,0.860268,1,0.742228,0.738002,1
239,0,24.974362,0.070993,0.007301,0.00563436,0.825335,0.822518,1,0.790402,0.787021,1,0.860268,0.858014,1,0.738002,0.733776,1
240,0,25.328262,0.070993,0.007301,0.00563436,0.822518,0.819700,1,0.787021,0.783641,1,0.858014,0.855760,1,0.733776,0.729551,1
241,0,25.680661,0.070993,0.007301,0.00563436,0.819700,0.816883,1,0.783641,0.780260,1,0.855760,0.853507,1,0.729551,0.725325,1
242,0,26.031558,0.070993,0.007301,0.00563436,0.816883,0.814066,1,0.780260,0.776879,1,0.853507,0.851253,1,0.725325,0.721099,1
243,0,26.380954,0.070993,0.007301,0.00563436,0.814066,0.811249,1,0.776879,0.773499,1,0.851253,0.848999,1,0.721099,0.716873,1
244,0,26.728848,0.070993,0.007301,0.00563436,0.811249,0.808432,1,0.773499,0.770118,1,0.848999,0.846745,1,0.716873,0.712648,1
245,0,27.075240,0.070993,0.007301,0.00563436,0.808432,0.805615,1,0.770118,0.766737,1,0.846745,0.844492,1,0.712648,0.708422,1
246,0,27.420131,0.070993,0.007301,0.00563436,0.805615,0.802797,1,0.766737,0.763357,1,0.844492,0.842238,1,0.708422,0.704196,1
247,0,27.763521,0.070993,0.007301,0.00563436,0.802797,0.799980,1,0.763357,0.759976,1,0.842238,0.839984,1,0.704196,0.699970,0
248,1,-7.429426,0.070993,0.007301,0.00563436,0.799980,0.807023,1,0.759976,0.768428,1,0.839984,0.845618,1,1.000000,1.000000,1
249,1,-7.036694,0.070993,0.007301,0.00563436,0.807023,0.814066,1,0.768428,0.776879,1,0.845618,0.851253,1,1.000000,1.000000,1
250,1,-6.641792,0.070993,0.007301,0.00563436,0.814066,0.821109,1,0.776879,0.785331,1,0.851253,0.856887,1,1.000000,1.000000,1
251,1,-6.244721,0.070993,0.007301,0.00563436,0.821109,0.828152,1,0.785331,0.793782,1,0.856887,0.862522,1,1.000000,1.000000,1
252,1,-5.845481,0.070993,0.007301,0.00563436,0.828152,0.835195,1,0.793782,0.802234,1,0.862522,0.868156,1,1.000000,1.000000,1
253,1,-5.444072,0.070993,0.007301,0.00563436,0.835195,0.842238,1,0.802234,0.810685,1,0.868156,0.873790,1,1.000000,1.000000,1
254,1,-5.040494,0.070993,0.007301,0.00563436,0.842238,0.849281,1,0.810685,0.819137,1,0.873790,0.879425,1,1.000000,1.000000,1
255,1,-4.634746,0.070993,0.007301,0.00563436,0.849281,0.856324,1,0.819137,0.827589,1,0.879425,0.885059,1,1.000000,1.000000,1
256,1,-4.226829,0.070993,0.007301,0.00563436,0.856324,0.863367,1,0.827589,0.836040,1,0.885059,0.890693,1,1.000000,1.000000,1
257,1,-3.816743,0.070993,0.007301,0.00563436,0.863367,0.870410,1,0.836040,0.844492,1,0.890693,0.896328,1,1.000000,1.000000,1
258,1,-3.404487,0.070993,0.007301,0.00563436,0.870410,0.877453,1,0.844492,0.852943,1,0.896328,0.901962,1,1.000000,1.000000,1
259,1,-2.990063,0.070993,0.007301,0.00563436,0.877453,0.884496,1,0.852943,0.861395,1,0.901962,0.907596,1,1.000000,1.000000,1
260,1,-2.573469,0.070993,0.007301,0.00563436,0.884496,0.891539,1,0.861395,0.869846,1,0.907596,0.913231,1,1.000000,1.000000,1
261,1,-2.154706,0.070993,0.007301,0.00563436,0.891539,0.898581,1,0.869846,0.878298,1,0.913231,0.918865,1,1.000000,1.000000,1
262,1,-1.733773,0.070993,0.007301,0.00563436,0.898581,0.905624,1,0.878298,0.886749,1,0.918865,0.924500,1,1.000000,1.000000,1
263,1,-1.310672,0.070993,0.007301,0.00563436,0.905624,0.912667,1,0.886749,0.895201,1,0.924500,0.930134,1,1.000000,1.000000,1
264,1,-0.885401,0.070993,0.007301,0.00563436,0.912667,0.919710,1,0.895201,0.903652,1,0.930134,0.935768,1,1.000000,1.000000,1
265,1,-0.457961,0.070993,0.007301,0.00563436,0.919710,0.926753,1,0.903652,0.912104,1,0.935768,0.941403,1,1.000000,1.000000,1
266,1,-0.028352,0.070993,0.007301,0.00563436,0.926753,0.933796,1,0.912104,0.920556,1,0.941403,0.947037,1,1.000000,1.000000,1
267,0,0.403427,0.070993,0.007301,0.00563436,0.933796,0.930979,1,0.920556,0.917175,1,0.947037,0.944783,1,1.000000,0.995774,1
268,0,0.830033,0.070993,0.007301,0.00563436,0.930979,0.928162,1,0.917175,0.913794,1,0.944783,0.942530,1,0.995774,0.991548,1
269,0,1.255137,0.070993,0.007301,0.00563436,0.928162,0.925345,1,0.913794,0.910414,1,0.942530,0.940276,1,0.991548,0.987323,1
270,0,1.678740,0.070993,0.007301,0.00563436,0.925345,0.922528,1,0.910414,0.907033,1,0.940276,0.938022,1,0.987323,0.983097,1
271,0,2.100842,0.070993,0.007301,0.00563436,0.922528,0.919710,1,0.907033,0.903652,1,0.938022,0.935768,1,0.983097,0.978871,1
272,0,2.521442,0.070993,0.007301,0.00563436,0.919710,0.916893,1,0.903652,0.900272,1,0.935768,0.933515,1,0.978871,0.974645,1
273,0,2.940540,0.070993,0.007301,0.00563436,0.916893,0.914076,1,0.900272,0.896891,1,0.933515,0.931261,1,0.974645,0.970420,1
274,0,3.358137,0.070993,0.007301,0.00563436,0.914076,0.911259,1,0.896891,0.893511,1,0.931261,0.929007,1,0.970420,0.966194,1
275,0,3.774232,0.070993,0.007301,0.00563436,0.911259,0.908442,1,0.893511,0.890130,1,0.929007,0.926753,1,0.966194,0.961968,1
276,0,4.188826,0.070993,0.007301,0.00563436,0.908442,0.905624,1,0.890130,0.886749,1,0.926753,0.924500,1,0.961968,0.957742,1
277,0,4.601918,0.070993,0.007301,0.00563436,0.905624,0.902807,1,0.886749,0.883369,1,0.924500,0.922246,1,0.957742,0.953517,1
278,0,5.013508,0.070993,0.007301,0.00563436,0.902807,0.899990,1,0.883369,0.879988,1,0.922246,0.919992,1,0.953517,0.949291,1
279,0,5.423597,0.070993,0.007301,0.00563436,0.899990,0.897173,1,0.879988,0.876607,1,0.919992,0.917738,1,0.949291,0.945065,1
280,0,5.832185,0.070993,0.007301,0.00563436,0.897173,0.894356,1,0.876607,0.873227,1,0.917738,0.915485,1,0.945065,0.940839,1
281,0,6.239271,0.070993,0.007301,0.00563436,0.894356,0.891539,1,0.873227,0.869846,1,0.915485,0.913231,1,0.940839,0.936613,1
282,0,6.644855,0.070993,0.007301,0.00563436,0.891539,0.888721,1,0.869846,0.866466,1,0.913231,0.910977,1,0.936613,0.932388,1
283,0,7.048938,0.070993,0.007301,0.00563436,0.888721,0.885904,1,0.866466,0.863085,1,0.910977,0.908723,1,0.932388,0.928162,1
284,0,7.451519,0.070993,0.007301,0.00563436,0.885904,0.883087,1,0.863085,0.859704,1,0.908723,0.906470,1,0.928162,0.923936,1
285,0,7.852599,0.070993,0.007301,0.00563436,0.883087,0.880270,1,0.859704,0.856324,1,0.906470,0.904216,1,0.923936,0.919710,1
286,0,8.252177,0.070993,0.007301,0.00563436,0.880270,0.877453,1,0.856324,0.852943,1,0.904216,0.901962,1,0.919710,0.915485,1
287,0,8.650253,0.070993,0.007301,0.00563436,0.877453,0.874635,1,0.852943,0.849563,1,0.901962,0.899708,1,0.915485,0.911259,1
288,0,9.046828,0.070993,0.007301,0.00563436,0.874635,0.871818,1,0.849563,0.846182,1,0.899708,0.897455,1,0.911259,0.907033,1
289,0,9.441902,0.070993,0.007301,0.00563436,0.871818,0.869001,1,0.846182,0.842801,1,0.897455,0.895201,1,0.907033,0.902807,1
290,0,9.835474,0.070993,0.007301,0.00563436,0.869001,0.866184,1,0.842801,0.839421,1,0.895201,0.892947,1,0.902807,0.898581,1
291,0,10.227544,0.070993,0.007301,0.00563436,0.866184,0.863367,1,0.839421,0.836040,1,0.892947,0.890693,1,0.898581,0.894356,1
292,0,10.618113,0.070993,0.007301,0.00563436,0.863367,0.860550,1,0.836040,0.832659,1,0.890693,0.888440,1,0.894356,0.890130,1
293,0,11.007180,0.070993,0.007301,0.00563436,0.860550,0.857732,1,0.832659,0.829279,1,0.888440,0.886186,1,0.890130,0.885904,1
294,0,11.394746,0.070993,0.007301,0.00563436,0.857732,0.854915,1,0.829279,0.825898,1,0.886186,0.883932,1,0.885904,0.881678,1
295,0,11.780810,0.070993,0.007301,0.00563436,0.854915,0.852098,1,0.825898,0.822518,1,0.883932,0.881678,1,0.881678,0.877453,1
296,0,12.165372,0.070993,0.007301,0.00563436,0.852098,0.849281,1,0.822518,0.819137,1,0.881678,0.879425,1,0.877453,0.873227,1
297,0,12.548433,0.070993,0.007301,0.00563436,0.849281,0.846464,1,0.819137,0.815756,1,0.879425,0.877171,1,0.873227,0.869001,1
298,0,12.929993,0.070993,0.007301,0.00563436,0.846464,0.843646,1,0.815756,0.812376,1,0.877171,0.874917,1,0.869001,0.864775,1
299,0,13.310050,0.070993,0.007301,0.00563436,0.843646,0.840829,1,0.812376,0.808995,1,0.874917,0.872663,1,0.864775,0.860550,1
300,0,13.688607,0.070993,0.007301,0.00563436,0.840829,0.838012,1,0.808995,0.805615,1,0.872663,0.870410,1,0.860550,0.856324,1
301,0,14.065661,0.070993,0.007301,0.00563436,0.838012,0.835195,1,0.805615,0.802234,1,0.870410,0.868156,1,0.856324,0.852098,1
302,0,14.441215,0.070993,0.007301,0.00563436,0.835195,0.832378,1,0.802234,0.798853,1,0.868156,0.865902,1,0.852098,0.847872,1
303,0,14.815266,0.070993,0.007301,0.00563436,0.832378,0.829561,1,0.798853,0.795473,1,0.865902,0.863648,1,0.847872,0.843646,1
304,0,15.187816,0.070993,0.007301,0.00563436,0.829561,0.826743,1,0.795473,0.792092,1,0.863648,0.861395,1,0.843646,0.839421,1
305,0,15.558865,0.070993,0.007301,0.00563436,0.826743,0.823926,1,0.792092,0.788711,1,0.861395,0.859141,1,0.839421,0.835195,1
306,0,15.928412,0.070993,0.007301,0.00563436,0.823926,0.821109,1,0.788711,0.785331,1,0.859141,0.856887,1,0.835195,0.830969,1
307,0,16.296457,0.070993,0.007301,0.00563436,0.821109,0.818292,1,0.785331,0.781950,1,0.856887,0.854633,1,0.830969,0.826743,1
308,0,16.663001,0.070993,0.007301,0.00563436,0.818292,0.815475,1,0.781950,0.778570,1,0.854633,0.852380,1,0.826743,0.822518,1
309,0,17.028043,0.070993,0.007301,0.00563436,0.815475,0.812657,1,0.778570,0.775189,1,0.852380,0.850126,1,0.822518,0.818292,1
310,0,17.391584,0.070993,0.007301,0.00563436,0.812657,0.809840,1,0.775189,0.771808,1,0.850126,0.847872,1,0.818292,0.814066,1
311,0,17.753623,0.070993,0.007301,0.00563436,0.809840,0.807023,1,0.771808,0.768428,1,0.847872,0.845618,1,0.814066,0.809840,1
312,0,18.114161,0.070993,0.007301,0.00563436,0.807023,0.804206,1,0.768428,0.765047,1,0.845618,0.843365,1,0.809840,0.805615,1
313,0,18.473197,0.070993,0.007301,0.00563436,0.804206,0.801389,1,0.765047,0.761667,1,0.843365,0.841111,1,0.805615,0.801389,1
314,0,18.830731,0.070993,0.007301,0.00563436,0.801389,0.798572,1,0.761667,0.758286,1,0.841111,0.838857,1,0.801389,0.797163,1
315,0,19.186764,0.070993,0.007301,0.00563436,0.798572,0.795754,1,0.758286,0.754905,1,0.838857,0.836604,1,0.797163,0.792937,1
316,0,19.541296,0.070993,0.007301,0.00563436,0.795754,0.792937,1,0.754905,0.751525,1,0.836604,0.834350,1,0.792937,0.788711,1
317,0,19.894325,0.070993,0.007301,0.00563436,0.792937,0.790120,1,0.751525,0.748144,1,0.834350,0.832096,1,0.788711,0.784486,1
318,0,20.245854,0.070993,0.007301,0.00563436,0.790120,0.787303,1,0.748144,0.744763,1,0.832096,0.829842,1,0.784486,0.780260,1
319,0,20.595880,0.070993,0.007301,0.00563436,0.787303,0.784486,1,0.744763,0.741383,1,0.829842,0.827589,1,0.780260,0.776034,1
320,0,20.944406,0.070993,0.007301,0.00563436,0.784486,0.781668,1,0.741383,0.738002,1,0.827589,0.825335,1,0.776034,0.771808,1
321,0,21.291429,0.070993,0.007301,0.00563436,0.781668,0.778851,1,0.738002,0.734622,1,0.825335,0.823081,1,0.771808,0.767583,1
322,0,21.636951,0.070993,0.007301,0.00563436,0.778851,0.776034,1,0.734622,0.731241,1,0.823081,0.820827,1,0.767583,0.763357,1
323,0,21.980972,0.070993,0.007301,0.00563436,0.776034,0.773217,1,0.731241,0.727860,1,0.820827,0.818574,1,0.763357,0.759131,1
324,0,22.323491,0.070993,0.007301,0.00563436,0.773217,0.770400,1,0.727860,0.724480,1,0.818574,0.816320,1,0.759131,0.754905,1
325,0,22.664508,0.070993,0.007301,0.00563436,0.770400,0.767583,1,0.724480,0.721099,1,0.816320,0.814066,1,0.754905,0.750679,1
326,0,23.004024,0.070993,0.007301,0.00563436,0.767583,0.764765,1,0.721099,0.717718,1,0.814066,0.811812,1,0.750679,0.746454,1
327,0,23.342038,0.070993,0.007301,0.00563436,0.764765,0.761948,1,0.717718,0.714338,1,0.811812,0.809559,1,0.746454,0.742228,1
328,0,23.678551,0.070993,0.007301,0.00563436,0.761948,0.759131,1,0.714338,0.710957,1,0.809559,0.807305,1,0.742228,0.738002,1
329,0,24.013562,0.070993,0.007301,0.00563436,0.759131,0.756314,1,0.710957,0.707577,1,0.807305,0.805051,1,0.738002,0.733776,1
330,0,24.347071,0.070993,0.007301,0.00563436,0.756314,0.753497,1,0.707577,0.704196,1,0.805051,0.802797,1,0.733776,0.729551,1
331,0,24.679079,0.070993,0.007301,0.00563436,0.753497,0.750679,1,0.704196,0.700815,1,0.802797,0.800544,1,0.729551,0.725325,1
332,0,25.009586,0.070993,0.007301,0.00563436,0.750679,0.747862,1,0.700815,0.697435,0,0.800544,0.798290,1,0.725325,0.721099,1
333,1,-11.667494,0.070993,0.007301,0.00563436,0.747862,0.754905,1,1.000000,1.000000,1,0.798290,0.803924,1,0.721099,0.730959,1
334,1,-11.295411,0.070993,0.007301,0.00563436,0.754905,0.761948,1,1.000000,1.000000,1,0.803924,0.809559,1,0.730959,0.740819,1
335,1,-10.920695,0.070993,0.007301,0.00563436,0.761948,0.768991,1,1.000000,1.000000,1,0.809559,0.815193,1,0.740819,0.750679,1
336,1,-10.543344,0.070993,0.007301,0.00563436,0.768991,0.776034,1,1.000000,1.000000,1,0.815193,0.820827,1,0.750679,0.760540,1
337,1,-10.163360,0.070993,0.007301,0.00563436,0.776034,0.783077,1,1.000000,1.000000,1,0.820827,0.826462,1,0.760540,0.770400,1
338,1,-9.780741,0.070993,0.007301,0.00563436,0.783077,0.790120,1,1.000000,1.000000,1,0.826462,0.832096,1,0.770400,0.780260,1
339,1,-9.395488,0.070993,0.007301,0.00563436,0.790120,0.797163,1,1.000000,1.000000,1,0.832096,0.837730,1,0.780260,0.790120,1
340,1,-9.007602,0.070993,0.007301,0.00563436,0.797163,0.804206,1,1.000000,1.000000,1,0.837730,0.843365,1,0.790120,0.799980,1
341,1,-8.617081,0.070993,0.007301,0.00563436,0.804206,0.811249,1,1.000000,1.000000,1,0.843365,0.848999,1,0.799980,0.809840,1
342,1,-8.223926,0.070993,0.007301,0.00563436,0.811249,0.818292,1,1.000000,1.000000,1,0.848999,0.854633,1,0.809840,0.819700,1
343,1,-7.828137,0.070993,0.007301,0.00563436,0.818292,0.825335,1,1.000000,1.000000,1,0.854633,0.860268,1,0.819700,0.829561,1
344,1,-7.429714,0.070993,0.007301,0.00563436,0.825335,0.832378,1,1.000000,1.000000,1,0.860268,0.865902,1,0.829561,0.839421,1
345,1,-7.028657,0.070993,0.007301,0.00563436,0.832378,0.839421,1,1.000000,1.000000,1,0.865902,0.871537,1,0.839421,0.849281,1
346,1,-6.624965,0.070993,0.007301,0.00563436,0.839421,0.846464,1,1.000000,1.000000,1,0.871537,0.877171,1,0.849281,0.859141,1
347,1,-6.218640,0.070993,0.007301,0.00563436,0.846464,0.853507,1,1.000000,1.000000,1,0.877171,0.882805,1,0.859141,0.869001,1
348,1,-5.809681,0.070993,0.007301,0.00563436,0.853507,0.860550,1,1.000000,1.000000,1,0.882805,0.888440,1,0.869001,0.878861,1
349,1,-5.398087,0.070993,0.007301,0.00563436,0.860550,0.867593,1,1.000000,1.000000,1,0.888440,0.894074,1,0.878861,0.888721,1
350,1,-4.983860,0.070993,0.007301,0.00563436,0.867593,0.874635,1,1.000000,1.000000,1,0.894074,0.899708,1,0.888721,0.898581,1
351,1,-4.566999,0.070993,0.007301,0.00563436,0.874635,0.881678,1,1.000000,1.000000,1,0.899708,0.905343,1,0.898581,0.908442,1
352,1,-4.147503,0.070993,0.007301,0.00563436,0.881678,0.888721,1,1.000000,1.000000,1,0.905343,0.910977,1,0.908442,0.918302,1
353,1,-3.725373,0.070993,0.007301,0.00563436,0.888721,0.895764,1,1.000000,1.000000,1,0.910977,0.916611,1,0.918302,0.928162,1
354,1,-3.300610,0.070993,0.007301,0.00563436,0.895764,0.902807,1,1.000000,1.000000,1,0.916611,0.922246,1,0.928162,0.938022,1
355,1,-2.873212,0.070993,0.007301,0.00563436,0.902807,0.909850,1,1.000000,1.000000,1,0.922246,0.927880,1,0.938022,0.947882,1
356,1,-2.443180,0.070993,0.007301,0.00563436,0.909850,0.916893,1,1.000000,1.000000,1,0.927880,0.933515,1,0.947882,0.957742,1
